order_id,order_date,product_id,quantity_sold,unit_selling_price
SO11708,2023-02-06,P053,15,22.51
SO11709,2024-07-22,P036,9,165.39
SO11710,2024-03-08,P048,16,108.64
SO11711,2024-07-15,P075,16,86.3
SO11712,2023-10-02,P015,17,49.2
SO11713,2024-10-03,P005,15,94.69
SO11714,2023-09-25,P090,11,101.99
SO11715,2024-08-14,P016,2,1206.64
SO11716,2023-08-06,P099,13,1123.22
SO11717,2024-02-02,P024,8,71.32
SO11718,2024-10-05,P088,6,168.97
SO11719,2023-01-18,P086,2,1338.28
SO11720,2024-10-24,P064,26,146.09
SO11721,2024-06-10,P027,17,162.38
SO11722,2024-01-18,P098,12,380.78
SO11723,2023-02-17,P082,1,93.02
SO11724,2023-11-06,P062,17,83.24
SO11725,2023-01-05,P068,6,121.23
SO11726,2023-10-11,P011,5,219.5
SO11727,2023-04-14,P087,17,178.36
SO11728,2024-11-18,P044,7,71.26
SO11729,2024-08-12,P059,14,101.18
SO11730,2024-06-13,P056,12,131.32
SO11731,2024-01-20,P005,19,162.23
SO11732,2023-11-19,P095,27,93.93
SO11733,2024-04-23,P013,11,19.5
SO11734,2023-05-19,P017,14,18.93
SO11735,2024-12-12,P030,17,110.34
SO11736,2024-01-22,P002,5,96.98
SO11737,2023-01-22,P095,1,130.64
SO11738,2023-07-27,P069,17,204.41
SO11739,2023-05-13,P069,8,148.55
SO11740,2023-01-29,P054,11,140.79
SO11741,2024-05-31,P008,16,50.3
SO11742,2023-09-29,P028,15,37.54
SO11743,2023-08-05,P086,9,710.77
SO11744,2024-03-27,P061,15,59.87
SO11745,2024-02-07,P001,18,84.1
SO11746,2024-09-02,P074,18,122.63
SO11747,2024-08-24,P074,17,87.28
SO11748,2023-01-20,P055,7,199.84
SO11749,2023-08-07,P064,7,162.97
SO11750,2023-06-25,P030,19,115.68
SO11751,2023-07-31,P068,12,164.84
SO11752,2023-05-15,P054,6,147.53
SO11753,2024-10-05,P094,6,179.25
SO11754,2023-04-12,P007,9,874.79
SO11755,2024-12-25,P018,32,43.54
SO11756,2024-02-25,P024,13,104.38
SO11757,2024-12-29,P091,15,1235.36
SO11758,2024-03-28,P045,6,42.13
SO11759,2024-06-05,P095,13,103.81
SO11760,2024-02-11,P100,8,171.18
SO11761,2024-07-06,P075,19,124.35
SO11762,2023-04-02,P003,17,139.19
SO11763,2024-09-25,P003,12,229.99
SO11764,2024-06-22,P003,1,211.11
SO11765,2023-12-13,P083,20,161.61
SO11766,2024-11-11,P091,7,778.04
SO11767,2024-06-01,P071,2,20.71
SO11768,2023-02-12,P038,2,128.08
SO11769,2023-04-15,P083,18,169.68
SO11770,2024-01-17,P079,19,14.71
SO11771,2023-03-12,P023,18,30.35
SO11772,2023-10-05,P015,27,29.02
SO11773,2024-12-27,P064,9,116.34
SO11774,2024-03-06,P041,16,50.13
SO11775,2024-04-30,P072,10,184.54
SO11776,2024-08-29,P089,7,47.15
SO11777,2024-01-10,P030,9,141.08
SO11778,2023-11-14,P064,13,175.66
SO11779,2023-01-08,P061,10,54.12
SO11780,2024-10-11,P035,7,412.76
SO11781,2024-10-26,P075,7,126.67
SO11782,2024-12-29,P048,5,89.68
SO11783,2023-03-11,P092,18,114.42
SO11784,2023-09-20,P018,14,33.6
SO11785,2024-12-23,P011,10,151.53
SO11786,2024-03-12,P092,6,149.92
SO11787,2024-04-14,P081,12,169.44
SO11788,2024-09-14,P083,13,116.93
SO11789,2024-06-14,P052,13,71.64
SO11790,2023-10-24,P082,3,117.45
SO11791,2024-07-11,P001,14,65.05
SO11792,2023-09-08,P082,13,123.61
SO11793,2024-02-12,P100,19,143.88
SO11794,2024-06-24,P031,18,51.63
SO11795,2023-04-03,P089,16,65.11
SO11796,2023-06-07,P080,1,22.54
SO11797,2023-04-08,P052,19,66.34
SO11798,2024-08-20,P071,6,22.26
SO11799,2023-05-04,P027,7,146.31
SO11800,2024-08-31,P002,6,91.84
SO11801,2023-11-16,P081,17,134.51
SO11802,2024-01-14,P023,11,37.3
SO11803,2024-06-20,P054,15,186.6
SO11804,2023-02-21,P075,13,138.26
SO11805,2024-09-14,P037,12,47.72
SO11806,2023-11-19,P061,22,62.41
SO11807,2023-12-19,P036,24,165.67
SO11808,2024-04-28,P076,10,161.41
SO11809,2023-02-01,P028,17,30.14
SO11810,2023-05-11,P083,4,146.27
SO11811,2023-06-24,P098,16,489.06
SO11812,2023-08-26,P053,3,23.38
SO11813,2024-05-08,P093,11,183.95
SO11814,2024-04-18,P032,6,78.94
SO11815,2023-03-13,P011,14,203.59
SO11816,2024-09-03,P038,5,85.71
SO11817,2024-04-20,P005,16,171.69
SO11818,2024-09-03,P069,17,132.89
SO11819,2023-01-03,P034,6,75.43
SO11820,2023-04-18,P032,6,110.82
SO11821,2024-03-15,P053,16,24.3
SO11822,2023-09-18,P081,11,146.97
SO11823,2023-07-19,P032,14,63.41
SO11824,2023-02-17,P026,2,83.61
SO11825,2023-04-02,P029,11,742.5
SO11826,2023-08-28,P064,13,135.86
SO11827,2024-03-14,P045,2,54.85
SO11828,2023-08-17,P056,15,202.92
SO11829,2024-10-10,P003,29,180.85
SO11830,2023-10-17,P027,21,151.14
SO11831,2023-12-23,P015,20,44.82
SO11832,2023-09-14,P039,5,44.44
SO11833,2024-01-17,P084,1,191.8
SO11834,2023-01-13,P057,17,119.4
SO11835,2023-04-13,P100,5,131.77
SO11836,2024-08-15,P037,18,66.45
SO11837,2023-04-24,P090,19,81.74
SO11838,2024-08-11,P067,8,28.29
SO11839,2024-12-01,P066,24,101.63
SO11840,2023-06-26,P032,14,72.84
SO11841,2024-09-12,P024,2,90.52
SO11842,2023-04-17,P092,10,129.53
SO11843,2023-09-15,P028,1,38.11
SO11844,2023-03-27,P034,4,68.43
SO11845,2023-04-15,P035,2,471.82
SO11846,2023-06-13,P016,19,974.53
SO11847,2024-10-14,P055,12,234.21
SO11848,2024-09-12,P030,4,191.02
SO11849,2023-08-30,P050,7,56.16
SO11850,2023-01-29,P092,14,167.07
SO11851,2024-03-04,P013,14,17.62
SO11852,2023-08-25,P059,6,102.52
SO11853,2024-10-05,P046,25,26.53
SO11854,2024-08-20,P095,12,131.96
SO11855,2024-05-18,P008,13,56.24
SO11856,2023-01-28,P022,6,109.8
SO11857,2024-01-28,P047,17,83.49
SO11858,2023-09-03,P084,2,205.83
SO11859,2024-11-26,P004,27,45.38
SO11860,2024-12-14,P003,12,160.61
SO11861,2023-06-27,P050,7,41.32
SO11862,2023-09-26,P026,6,110.7
SO11863,2024-07-05,P019,4,247.21
SO11864,2023-12-25,P072,6,193.93
SO11865,2024-08-05,P049,15,126.1
SO11866,2024-06-20,P080,17,19.53
SO11867,2023-07-25,P010,1,64.95
SO11868,2023-05-02,P007,19,1011.71
SO11869,2023-01-02,P009,9,136.35
SO11870,2024-05-03,P100,19,154.98
SO11871,2023-07-13,P050,16,57.74
SO11872,2024-08-13,P086,3,1376.87
SO11873,2023-10-31,P046,12,29.48
SO11874,2024-09-26,P017,11,29.26
SO11875,2024-04-19,P040,17,609.62
SO11876,2023-09-27,P060,16,170.53
SO11877,2024-08-21,P051,3,85.88
SO11878,2023-10-17,P016,4,830.05
SO11879,2024-02-10,P040,10,489.72
SO11880,2023-08-26,P005,2,149.59
SO11881,2024-04-10,P097,4,20.28
SO11882,2023-07-10,P004,16,47.53
SO11883,2024-01-27,P060,5,178.82
SO11884,2023-09-29,P065,5,203.54
SO11885,2023-12-02,P097,9,18.47
SO11886,2023-05-14,P078,6,148.65
SO11887,2023-03-18,P030,7,141.2
SO11888,2023-03-29,P032,19,71.86
SO11889,2023-10-17,P073,8,182.42
SO11890,2024-07-23,P027,8,160.67
SO11891,2023-11-29,P036,17,192.3
SO11892,2023-01-13,P060,9,186.15
SO11893,2023-09-12,P048,10,98.41
SO11894,2024-02-16,P089,17,69.8
SO11895,2024-07-07,P021,14,133.84
SO11896,2024-09-22,P091,13,1119.19
SO11897,2023-05-27,P064,12,158.12
SO11898,2023-04-13,P091,19,1323.28
SO11899,2024-10-07,P076,11,121.84
SO11900,2023-07-24,P081,6,152.74
SO11901,2024-02-02,P001,4,99.39
SO11902,2023-06-25,P097,17,27.29
SO11903,2023-03-25,P021,4,124.13
SO11904,2023-05-21,P005,15,132.06
SO11905,2024-10-04,P064,13,210.86
SO11906,2023-10-04,P075,18,98.19
SO11907,2024-08-29,P067,4,45.09
SO11908,2023-04-22,P097,16,18.97
SO11909,2024-04-27,P005,8,124.78
SO11910,2023-02-18,P033,8,71.82
SO11911,2023-09-11,P031,12,41.39
SO11912,2024-04-21,P086,16,1004.88
SO11913,2024-05-25,P004,14,51.42
SO11914,2023-08-07,P076,17,148.05
SO11915,2024-07-29,P075,1,109.61
SO11916,2024-04-03,P019,8,172.61
SO11917,2023-02-19,P009,15,125.89
SO11918,2024-12-29,P086,16,995.24
SO11919,2023-10-31,P011,15,218.94
SO11920,2023-12-18,P025,20,124.42
SO11921,2024-10-22,P084,9,175.74
SO11922,2024-09-14,P044,2,104.69
SO11923,2024-06-07,P097,11,25.02
SO11924,2024-09-21,P012,19,75.15
SO11925,2023-07-17,P027,18,167.77
SO11926,2023-07-19,P003,19,168.27
SO11927,2024-06-15,P002,16,111.83
SO11928,2024-12-26,P029,3,1001.25
SO11929,2023-11-26,P048,15,133.33
SO11930,2024-06-06,P037,17,79.26
SO11931,2023-04-18,P046,15,33.61
SO11932,2024-06-13,P032,14,109.63
SO11933,2024-02-01,P075,10,100.34
SO11934,2023-02-27,P063,5,50.12
SO11935,2023-07-24,P048,19,126.14
SO11936,2024-03-02,P045,9,45.91
SO11937,2023-02-20,P100,3,111.09
SO11938,2024-01-04,P009,8,174.19
SO11939,2024-08-26,P015,17,27.9
SO11940,2023-12-09,P042,24,230.52
SO11941,2023-03-23,P066,5,166.97
SO11942,2023-10-26,P060,14,190.23
SO11943,2023-07-12,P038,3,104.49
SO11944,2024-05-21,P056,14,200.46
SO11945,2024-12-25,P056,5,188.63
SO11946,2023-02-13,P099,16,1114.48
SO11947,2023-03-26,P056,18,196.25
SO11948,2023-01-19,P016,1,903.63
SO11949,2024-01-31,P034,6,80.26
SO11950,2023-08-07,P090,10,104.92
SO11951,2023-03-08,P034,8,71.84
SO11952,2024-09-13,P040,9,501.29
SO11953,2023-08-12,P014,14,461.92
SO11954,2023-11-29,P092,3,158.04
SO11955,2024-05-29,P057,13,128.03
SO11956,2024-09-12,P006,15,165.53
SO11957,2023-03-16,P012,5,106.98
SO11958,2024-09-12,P062,12,87.61
SO11959,2024-04-09,P072,5,242.48
SO11960,2023-06-30,P044,6,109.06
SO11961,2023-10-08,P038,20,159.49
SO11962,2023-06-06,P053,7,38.57
SO11963,2023-11-22,P015,19,44.25
SO11964,2023-05-31,P023,5,25.81
SO11965,2024-03-29,P032,10,67.49
SO11966,2024-11-24,P069,11,149.15
SO11967,2024-05-13,P052,18,68.86
SO11968,2023-02-23,P093,8,122.66
SO11969,2024-07-15,P063,13,50.81
SO11970,2024-02-13,P100,17,123.73
SO11971,2024-05-27,P001,13,83.92
SO11972,2024-07-07,P006,14,209.89
SO11973,2023-11-05,P034,15,42.82
SO11974,2023-05-30,P050,12,50.22
SO11975,2024-03-03,P010,11,56.6
SO11976,2023-07-27,P034,17,67.68
SO11977,2023-05-08,P008,10,44.04
SO11978,2023-04-16,P083,3,136.95
SO11979,2023-12-28,P083,23,129.18
SO11980,2023-03-02,P097,12,15.97
SO11981,2024-10-13,P017,23,18.15
SO11982,2023-02-12,P027,2,230.47
SO11983,2023-11-19,P052,4,50.33
SO11984,2023-03-03,P014,13,312.96
SO11985,2023-08-28,P086,15,942.26
SO11986,2024-07-27,P014,11,446.89
SO11987,2023-01-04,P020,13,70.97
SO11988,2023-02-15,P086,4,759.89
SO11989,2023-06-18,P068,17,116.13
SO11990,2024-12-07,P021,15,118.58
SO11991,2024-06-27,P013,5,19.22
SO11992,2023-01-15,P028,17,25.73
SO11993,2023-09-20,P067,18,37.13
SO11994,2024-05-15,P042,7,260.2
SO11995,2024-02-15,P068,18,131.61
SO11996,2023-03-21,P032,2,78.97
SO11997,2023-08-26,P088,16,175.02
SO11998,2024-09-13,P040,16,614.31
SO11999,2024-01-14,P052,12,66.88
SO12000,2023-02-12,P095,4,73.51
SO12001,2023-09-11,P019,1,191.54
SO12002,2024-06-05,P016,12,863.28
SO12003,2023-03-13,P080,16,20.72
SO12004,2024-07-25,P057,3,123.01
SO12005,2024-11-18,P030,21,181.11
SO12006,2023-05-13,P059,11,73.0
SO12007,2024-01-16,P043,8,91.75
SO12008,2024-03-15,P086,19,1135.22
SO12009,2023-06-04,P014,14,541.52
SO12010,2023-05-08,P098,13,440.75
SO12011,2023-01-03,P061,11,68.35
SO12012,2024-12-11,P021,23,124.53
SO12013,2024-02-06,P074,16,74.0
SO12014,2023-07-29,P062,10,45.45
SO12015,2023-02-15,P038,19,159.81
SO12016,2023-11-18,P085,12,222.07
SO12017,2023-12-22,P028,33,33.35
SO12018,2024-12-03,P041,15,31.7
SO12019,2023-07-29,P014,2,314.27
SO12020,2024-12-25,P063,18,33.96
SO12021,2024-12-10,P046,25,18.67
SO12022,2024-11-20,P069,27,120.67
SO12023,2023-12-11,P029,23,643.66
SO12024,2023-11-14,P095,1,123.3
SO12025,2023-07-31,P027,11,216.43
SO12026,2024-08-15,P037,17,74.25
SO12027,2023-12-12,P082,3,100.36
SO12028,2023-07-31,P066,4,158.05
SO12029,2024-10-02,P006,3,173.5
SO12030,2023-09-09,P015,15,51.11
SO12031,2023-10-29,P032,6,104.56
SO12032,2023-02-10,P052,10,56.11
SO12033,2024-04-05,P016,8,757.21
SO12034,2023-07-09,P077,10,190.86
SO12035,2024-11-20,P073,2,116.96
SO12036,2024-09-26,P095,16,96.82
SO12037,2023-09-06,P027,19,161.05
SO12038,2024-01-07,P093,11,135.77
SO12039,2024-06-23,P068,6,134.48
SO12040,2024-06-10,P089,11,55.4
SO12041,2023-02-14,P097,3,25.93
SO12042,2023-09-04,P020,14,114.73
SO12043,2023-10-28,P039,32,35.14
SO12044,2023-03-20,P031,9,62.49
SO12045,2023-02-22,P065,9,170.24
SO12046,2024-08-06,P026,8,163.07
SO12047,2023-09-16,P043,18,78.83
SO12048,2023-02-20,P099,15,1203.99
SO12049,2023-03-24,P027,18,201.11
SO12050,2023-09-07,P032,15,102.2
SO12051,2023-04-17,P086,1,834.9
SO12052,2023-09-08,P039,14,46.78
SO12053,2024-11-01,P019,9,263.68
SO12054,2024-12-05,P076,28,193.82
SO12055,2023-07-20,P099,10,1087.1
SO12056,2024-06-04,P055,2,146.55
SO12057,2023-12-13,P065,7,132.77
SO12058,2023-11-01,P078,33,224.18
SO12059,2023-02-06,P066,15,104.96
SO12060,2024-05-21,P083,12,167.28
SO12061,2023-04-11,P012,13,79.64
SO12062,2023-07-23,P083,8,102.56
SO12063,2023-12-05,P038,31,131.47
SO12064,2024-02-23,P024,15,113.55
SO12065,2023-07-21,P065,8,214.58
SO12066,2023-05-05,P086,8,1199.15
SO12067,2023-10-20,P042,27,252.28
SO12068,2023-02-19,P060,9,149.35
SO12069,2024-08-23,P034,5,62.59
SO12070,2023-10-15,P019,17,184.81
SO12071,2023-12-03,P021,28,154.96
SO12072,2024-07-13,P043,7,76.49
SO12073,2023-05-17,P075,3,86.81
SO12074,2024-02-20,P003,16,182.92
SO12075,2023-10-16,P092,1,179.43
SO12076,2024-01-20,P088,11,200.04
SO12077,2023-01-08,P013,3,13.31
SO12078,2024-08-09,P062,19,52.0
SO12079,2023-09-01,P079,8,16.44
SO12080,2024-12-08,P075,18,96.23
SO12081,2024-08-03,P001,8,74.76
SO12082,2024-07-19,P047,14,81.43
SO12083,2023-04-10,P040,10,374.96
SO12084,2023-07-18,P015,18,46.92
SO12085,2024-08-11,P011,14,222.89
SO12086,2024-10-30,P018,31,51.78
SO12087,2024-06-28,P097,15,23.44
SO12088,2023-08-31,P063,12,52.7
SO12089,2024-03-01,P058,4,55.5
SO12090,2023-02-25,P063,13,40.5
SO12091,2024-08-16,P048,9,144.37
SO12092,2023-11-21,P068,20,176.23
SO12093,2024-04-18,P099,13,665.14
SO12094,2024-07-08,P047,14,62.3
SO12095,2024-10-17,P093,22,137.77
SO12096,2024-09-06,P068,16,172.58
SO12097,2023-12-21,P100,6,168.8
SO12098,2024-08-30,P097,6,30.17
SO12099,2024-02-25,P061,12,62.51
SO12100,2024-12-04,P022,2,206.24
SO12101,2024-12-30,P049,4,69.58
SO12102,2024-05-09,P018,4,53.24
SO12103,2024-09-05,P028,10,34.77
SO12104,2024-04-13,P026,5,86.27
SO12105,2024-06-17,P060,17,152.58
SO12106,2024-04-15,P007,16,1299.51
SO12107,2023-06-27,P093,4,126.27
SO12108,2024-06-03,P088,15,154.34
SO12109,2023-02-14,P026,4,106.57
SO12110,2024-03-10,P077,18,112.58
SO12111,2024-05-28,P075,17,91.08
SO12112,2023-04-23,P011,9,148.44
SO12113,2024-07-02,P016,15,828.97
SO12114,2023-11-23,P066,22,185.03
SO12115,2023-04-18,P076,4,118.65
SO12116,2023-02-24,P067,12,36.54
SO12117,2023-03-16,P048,3,150.47
SO12118,2023-10-28,P081,19,194.33
SO12119,2024-12-18,P067,3,41.53
SO12120,2024-02-28,P089,8,70.61
SO12121,2024-02-17,P084,16,143.73
SO12122,2024-12-20,P031,28,59.26
SO12123,2023-05-26,P037,15,47.91
SO12124,2024-07-28,P021,9,129.15
SO12125,2023-06-23,P051,6,65.57
SO12126,2024-11-13,P072,24,205.54
SO12127,2024-10-27,P087,23,140.37
SO12128,2024-04-28,P044,13,73.05
SO12129,2023-04-25,P016,6,942.16
SO12130,2024-01-15,P095,14,103.58
SO12131,2024-02-19,P083,17,163.93
SO12132,2024-05-25,P004,11,71.1
SO12133,2023-08-21,P026,14,122.62
SO12134,2024-05-29,P046,15,31.3
SO12135,2023-05-08,P054,5,98.76
SO12136,2023-06-25,P031,12,35.62
SO12137,2023-04-23,P094,3,160.62
SO12138,2024-05-13,P079,18,25.08
SO12139,2023-05-05,P002,1,163.86
SO12140,2024-06-15,P097,18,30.5
SO12141,2024-05-30,P077,4,190.2
SO12142,2023-12-15,P066,15,159.2
SO12143,2023-07-19,P098,17,447.09
SO12144,2023-09-17,P052,18,68.57
SO12145,2023-03-26,P062,8,76.41
SO12146,2024-08-04,P033,1,80.43
SO12147,2024-08-08,P086,17,1218.14
SO12148,2023-05-06,P096,13,178.28
SO12149,2023-03-04,P095,14,71.99
SO12150,2024-10-24,P004,19,66.2
SO12151,2024-02-09,P085,19,257.71
SO12152,2023-02-19,P059,12,77.98
SO12153,2024-07-01,P054,6,139.17
SO12154,2023-11-12,P004,20,46.37
SO12155,2023-12-09,P045,26,50.24
SO12156,2024-12-16,P043,19,93.0
SO12157,2023-10-21,P013,21,22.5
SO12158,2023-09-26,P056,10,177.6
SO12159,2023-03-31,P064,19,195.12
SO12160,2024-10-17,P087,3,219.49
SO12161,2024-02-14,P022,6,152.44
SO12162,2023-10-26,P057,11,184.81
SO12163,2023-04-27,P026,6,149.83
SO12164,2024-12-08,P042,36,191.43
SO12165,2023-04-30,P007,5,1348.01
SO12166,2023-04-16,P011,18,201.25
SO12167,2023-10-27,P018,21,29.37
SO12168,2024-03-29,P011,15,229.85
SO12169,2023-01-17,P069,4,220.73
SO12170,2023-11-22,P088,27,167.53
SO12171,2023-11-22,P050,14,61.16
SO12172,2024-10-02,P028,5,20.45
SO12173,2023-09-17,P040,10,531.52
SO12174,2023-11-28,P083,19,160.22
SO12175,2024-09-30,P041,9,47.12
SO12176,2024-01-21,P045,7,47.57
SO12177,2024-06-01,P086,19,1331.53
SO12178,2023-01-28,P047,16,88.19
SO12179,2023-11-29,P034,9,62.21
SO12180,2023-03-24,P098,18,555.04
SO12181,2024-01-11,P010,7,71.48
SO12182,2023-03-10,P066,12,108.2
SO12183,2024-03-06,P091,17,1252.61
SO12184,2023-04-22,P092,18,140.62
SO12185,2024-11-04,P061,19,80.18
SO12186,2023-04-05,P049,19,86.34
SO12187,2024-01-11,P034,6,65.17
SO12188,2024-06-27,P031,5,57.16
SO12189,2024-06-26,P067,7,29.3
SO12190,2023-11-30,P065,26,174.82
SO12191,2023-08-19,P049,16,105.47
SO12192,2024-03-07,P058,3,85.89
SO12193,2023-03-29,P079,12,24.07
SO12194,2023-06-22,P065,14,133.33
SO12195,2023-02-14,P010,10,42.43
SO12196,2023-04-20,P040,7,491.23
SO12197,2023-08-02,P007,17,994.63
SO12198,2023-11-16,P018,14,35.7
SO12199,2023-11-24,P062,1,70.04
SO12200,2024-02-13,P023,4,21.32
SO12201,2023-12-19,P077,12,102.08
SO12202,2024-06-04,P091,5,904.66
SO12203,2024-12-03,P038,25,118.83
SO12204,2023-11-16,P059,8,105.56
SO12205,2024-10-17,P095,32,85.5
SO12206,2023-06-27,P032,17,85.54
SO12207,2024-10-23,P080,21,15.76
SO12208,2024-01-02,P056,2,192.42
SO12209,2024-05-18,P057,4,169.42
SO12210,2024-02-07,P033,10,75.01
SO12211,2024-08-17,P085,4,212.54
SO12212,2024-06-02,P032,8,73.96
SO12213,2023-01-22,P065,2,173.62
SO12214,2024-05-12,P065,17,148.77
SO12215,2024-07-25,P073,14,191.83
SO12216,2023-02-13,P068,11,168.58
SO12217,2023-12-27,P002,14,140.94
SO12218,2023-11-29,P070,3,209.85
SO12219,2023-12-07,P092,4,103.38
SO12220,2024-09-18,P060,10,107.34
SO12221,2023-02-18,P070,13,174.37
SO12222,2023-10-25,P061,18,82.51
SO12223,2024-04-12,P033,11,76.93
SO12224,2024-06-12,P058,7,84.33
SO12225,2023-05-24,P059,15,101.94
SO12226,2024-04-23,P050,18,39.46
SO12227,2024-08-02,P070,3,243.54
SO12228,2024-09-05,P057,8,202.13
SO12229,2023-07-10,P070,1,229.6
SO12230,2023-01-13,P054,3,98.16
SO12231,2023-10-26,P095,6,72.21
SO12232,2023-09-13,P008,6,43.49
SO12233,2023-10-13,P042,7,157.73
SO12234,2023-10-23,P060,23,137.43
SO12235,2023-03-14,P085,15,179.95
SO12236,2023-02-19,P012,6,95.59
SO12237,2023-09-23,P049,10,100.61
SO12238,2023-10-21,P061,9,65.73
SO12239,2023-01-29,P020,9,64.83
SO12240,2023-04-08,P062,13,87.37
SO12241,2024-09-12,P068,12,191.83
SO12242,2023-01-12,P031,8,39.18
SO12243,2024-05-24,P002,12,157.22
SO12244,2024-06-05,P054,4,147.07
SO12245,2024-08-07,P091,12,930.31
SO12246,2024-08-27,P054,17,110.1
SO12247,2024-01-10,P007,19,1071.72
SO12248,2024-03-08,P066,10,114.8
SO12249,2024-12-19,P001,31,59.32
SO12250,2024-12-20,P075,9,96.42
SO12251,2024-08-27,P069,3,221.05
SO12252,2023-01-03,P100,5,106.48
SO12253,2024-12-26,P064,15,120.84
SO12254,2023-01-18,P042,8,175.09
SO12255,2023-05-13,P029,3,697.64
SO12256,2024-05-28,P092,6,126.08
SO12257,2024-11-12,P064,9,187.69
SO12258,2023-10-19,P006,2,199.46
SO12259,2023-04-19,P027,6,142.0
SO12260,2023-12-30,P081,35,158.76
SO12261,2023-09-12,P036,7,141.22
SO12262,2024-05-12,P016,13,793.74
SO12263,2023-06-23,P087,18,224.16
SO12264,2023-03-02,P092,2,168.86
SO12265,2023-02-14,P072,14,266.6
SO12266,2024-11-20,P031,18,36.92
SO12267,2023-09-12,P080,1,17.49
SO12268,2024-03-27,P052,2,62.05
SO12269,2023-06-21,P032,7,96.98
SO12270,2024-07-08,P057,3,154.14
SO12271,2023-01-07,P053,9,21.81
SO12272,2024-02-23,P072,12,171.93
SO12273,2023-11-21,P035,21,339.33
SO12274,2024-12-22,P006,23,114.07
SO12275,2023-03-10,P060,11,193.77
SO12276,2023-05-09,P092,17,185.86
SO12277,2023-01-24,P010,1,60.74
SO12278,2023-12-20,P100,3,142.22
SO12279,2023-09-17,P015,1,37.48
SO12280,2023-07-22,P086,6,919.63
SO12281,2023-07-05,P026,14,132.0
SO12282,2023-02-20,P007,5,844.54
SO12283,2024-04-12,P028,11,34.01
SO12284,2024-05-16,P058,13,105.77
SO12285,2023-10-11,P085,28,225.91
SO12286,2023-03-22,P011,5,193.77
SO12287,2023-06-04,P039,13,36.78
SO12288,2024-07-21,P055,4,194.22
SO12289,2023-04-04,P005,6,99.89
SO12290,2024-12-23,P076,14,134.13
SO12291,2023-06-11,P090,16,92.15
SO12292,2023-04-25,P013,18,22.18
SO12293,2023-05-02,P073,10,161.53
SO12294,2024-10-13,P078,9,160.92
SO12295,2024-09-03,P074,4,113.43
SO12296,2024-10-07,P030,13,151.6
SO12297,2023-05-07,P015,13,35.07
SO12298,2024-02-07,P034,8,60.77
SO12299,2024-04-15,P016,10,1080.61
SO12300,2024-02-10,P039,13,35.74
SO12301,2024-12-19,P058,1,78.53
SO12302,2024-06-01,P061,9,72.2
SO12303,2023-08-06,P043,18,82.68
SO12304,2024-07-14,P060,9,200.81
SO12305,2024-06-03,P028,17,26.66
SO12306,2023-06-17,P053,8,20.32
SO12307,2024-06-03,P038,4,163.4
SO12308,2023-01-29,P037,2,66.74
SO12309,2024-08-23,P030,7,163.88
SO12310,2023-11-08,P092,15,138.42
SO12311,2024-02-08,P012,9,67.73
SO12312,2024-08-04,P057,19,157.84
SO12313,2023-06-03,P037,12,88.46
SO12314,2024-06-22,P084,1,175.94
SO12315,2023-06-25,P070,9,125.02
SO12316,2024-10-23,P090,8,86.15
SO12317,2024-02-26,P044,2,81.15
SO12318,2023-02-24,P098,15,302.94
SO12319,2024-07-20,P031,7,50.36
SO12320,2023-08-14,P073,10,108.48
SO12321,2024-07-03,P095,11,90.76
SO12322,2024-07-09,P027,12,217.6
SO12323,2024-08-13,P035,8,321.32
SO12324,2023-12-24,P097,9,16.27
SO12325,2023-10-05,P073,25,111.59
SO12326,2023-10-29,P045,19,40.39
SO12327,2024-08-12,P029,17,570.94
SO12328,2023-02-26,P034,2,55.82
SO12329,2024-05-08,P039,5,41.3
SO12330,2023-10-16,P048,11,90.96
SO12331,2024-09-04,P010,9,69.14
SO12332,2024-07-07,P068,6,194.66
SO12333,2023-06-13,P062,15,61.46
SO12334,2023-12-01,P068,7,156.96
SO12335,2023-04-07,P089,13,78.26
SO12336,2024-09-22,P018,7,56.58
SO12337,2024-11-18,P060,9,107.55
SO12338,2024-07-10,P029,7,981.02
SO12339,2024-01-30,P058,10,80.01
SO12340,2024-06-04,P081,13,127.4
SO12341,2023-09-12,P036,17,128.38
SO12342,2024-12-12,P070,16,215.03
SO12343,2024-07-25,P063,6,38.58
SO12344,2024-06-28,P062,10,51.76
SO12345,2023-10-11,P067,9,51.49
SO12346,2023-01-09,P063,3,58.4
SO12347,2024-04-11,P071,9,16.13
SO12348,2024-09-12,P019,3,212.19
SO12349,2024-12-17,P068,17,156.66
SO12350,2024-06-26,P097,12,22.48
SO12351,2023-08-26,P067,18,33.58
SO12352,2024-12-15,P074,19,82.76
SO12353,2024-10-31,P034,14,70.73
SO12354,2023-10-24,P075,17,112.32
SO12355,2023-09-13,P056,14,184.25
SO12356,2023-06-02,P033,4,59.4
SO12357,2023-07-03,P082,4,123.57
SO12358,2023-12-24,P056,25,127.11
SO12359,2024-06-04,P073,5,161.67
SO12360,2024-04-20,P098,12,428.03
SO12361,2023-05-28,P088,15,134.76
SO12362,2023-06-27,P100,18,160.14
SO12363,2023-04-07,P082,6,163.98
SO12364,2024-07-24,P042,17,200.6
SO12365,2024-03-05,P003,13,134.41
SO12366,2023-10-13,P049,35,116.56
SO12367,2023-02-12,P041,14,55.08
SO12368,2023-10-16,P043,14,80.83
SO12369,2023-02-03,P038,12,98.25
SO12370,2023-01-03,P094,7,230.15
SO12371,2024-09-14,P058,10,75.15
