production_run_id,production_date,product_id,quantity_produced,direct_labor_hours,waste_quantity_produced,waste_reason
PR04673,2024-11-29,P024,382,77.7,21,Overproduction
PR04674,2023-11-26,P094,352,100.25,0,None
PR04675,2024-01-18,P089,129,51.22,0,None
PR04676,2023-08-02,P036,293,53.2,0,None
PR04677,2024-02-02,P071,101,20.91,0,None
PR04678,2024-09-27,P008,277,78.7,18,Production Error
PR04679,2024-01-09,P089,247,78.16,0,None
PR04680,2024-09-17,P064,76,31.17,0,None
PR04681,2023-12-05,P089,369,71.34,0,None
PR04682,2023-06-12,P001,223,64.78,0,None
PR04683,2024-02-17,P067,263,53.71,4,Overproduction
PR04684,2023-12-06,P094,285,32.53,27,Overproduction
PR04685,2024-05-20,P067,74,8.9,0,None
PR04686,2023-08-02,P068,238,70.98,0,None
PR04687,2023-08-05,P004,221,44.36,17,Defective Material
PR04688,2024-05-09,P081,242,104.6,0,None
PR04689,2024-08-22,P002,297,91.7,0,None
PR04690,2024-06-17,P054,180,70.37,0,None
PR04691,2024-10-13,P091,464,51.01,0,None
PR04692,2024-05-07,P065,268,65.67,0,None
PR04693,2023-01-06,P083,429,136.23,0,None
PR04694,2024-02-26,P028,118,38.72,0,None
PR04695,2024-10-06,P057,288,57.06,0,None
PR04696,2024-06-22,P099,421,57.48,0,None
PR04697,2024-06-30,P071,333,106.1,0,None
PR04698,2023-04-03,P043,276,31.57,6,Production Error
PR04699,2023-03-02,P100,54,19.22,0,None
PR04700,2024-12-07,P096,391,186.26,0,None
PR04701,2024-06-01,P064,342,121.87,0,None
PR04702,2023-11-13,P026,86,19.33,0,None
PR04703,2024-09-12,P015,197,22.66,0,None
PR04704,2024-06-06,P018,165,75.73,0,None
PR04705,2023-02-19,P073,176,46.12,5,Defective Material
PR04706,2023-03-07,P099,498,150.26,0,None
PR04707,2023-06-22,P010,330,152.43,0,None
PR04708,2023-09-12,P015,194,22.1,0,None
PR04709,2024-12-22,P050,130,21.4,7,Defective Material
PR04710,2024-12-16,P094,332,57.3,0,None
PR04711,2024-10-05,P008,324,40.69,0,None
PR04712,2024-10-07,P070,56,17.25,0,None
PR04713,2024-06-09,P051,447,72.96,0,None
PR04714,2024-08-11,P068,271,48.41,14,Overproduction
PR04715,2024-11-13,P081,357,71.2,0,None
PR04716,2024-10-15,P077,233,60.68,0,None
PR04717,2024-06-28,P025,117,53.14,0,None
PR04718,2024-12-31,P047,188,83.25,8,Overproduction
PR04719,2023-02-10,P054,282,28.57,0,None
PR04720,2024-02-26,P035,417,142.14,0,None
PR04721,2023-07-01,P065,431,121.99,0,None
PR04722,2023-08-04,P089,158,51.28,0,None
PR04723,2023-12-29,P026,100,24.05,0,None
PR04724,2024-04-08,P021,446,71.52,0,None
PR04725,2024-04-07,P060,202,37.72,0,None
PR04726,2023-04-09,P025,268,44.11,0,None
PR04727,2023-05-02,P040,216,93.82,0,None
PR04728,2024-12-17,P008,89,10.31,0,None
PR04729,2024-09-10,P052,392,77.73,0,None
PR04730,2024-05-10,P052,347,37.86,10,Overproduction
PR04731,2024-03-03,P027,427,208.79,0,None
PR04732,2023-07-10,P057,218,66.66,0,None
PR04733,2023-08-10,P029,350,81.38,0,None
PR04734,2024-11-08,P085,208,91.13,0,None
PR04735,2024-08-27,P019,96,13.72,0,None
PR04736,2023-02-04,P088,141,15.18,11,Spoilage
PR04737,2024-02-20,P018,227,25.48,0,None
PR04738,2023-04-29,P080,212,37.6,0,None
PR04739,2023-11-03,P075,192,19.27,0,None
PR04740,2023-01-12,P082,384,67.16,0,None
PR04741,2024-09-10,P053,194,86.13,0,None
PR04742,2024-04-29,P013,271,39.51,4,Spoilage
PR04743,2024-05-09,P098,374,158.78,0,None
PR04744,2024-10-31,P002,273,63.23,0,None
PR04745,2024-12-22,P080,107,42.86,0,None
PR04746,2023-12-18,P035,342,128.23,0,None
PR04747,2023-07-05,P019,381,129.73,0,None
PR04748,2024-10-03,P026,417,177.65,0,None
PR04749,2024-10-27,P029,420,116.2,0,None
PR04750,2023-07-18,P036,334,123.0,0,None
PR04751,2023-12-25,P021,209,67.9,0,None
PR04752,2024-04-13,P058,259,26.98,0,None
PR04753,2023-08-20,P041,438,189.29,0,None
PR04754,2023-05-31,P044,253,73.18,0,None
PR04755,2024-09-22,P045,226,51.55,0,None
PR04756,2024-05-30,P033,361,110.84,0,None
PR04757,2023-01-30,P008,480,104.67,0,None
PR04758,2024-07-23,P058,111,37.09,0,None
PR04759,2023-09-19,P058,346,71.2,0,None
PR04760,2023-01-12,P011,311,114.12,0,None
PR04761,2023-03-21,P036,189,27.89,0,None
PR04762,2024-03-09,P069,107,27.63,6,Production Error
PR04763,2024-07-03,P081,237,108.54,0,None
PR04764,2024-11-03,P030,398,113.76,38,Spoilage
PR04765,2023-11-05,P070,425,159.91,0,None
PR04766,2023-02-22,P035,261,65.09,0,None
PR04767,2024-04-07,P082,169,82.18,0,None
PR04768,2023-08-02,P028,392,71.92,0,None
PR04769,2023-03-25,P023,226,26.04,0,None
PR04770,2024-06-28,P058,50,7.28,0,None
PR04771,2024-06-16,P068,57,25.28,0,None
PR04772,2024-01-15,P055,459,219.16,0,None
PR04773,2024-08-07,P081,164,31.38,0,None
PR04774,2023-09-23,P062,288,113.61,0,None
PR04775,2024-12-29,P051,183,68.02,0,None
PR04776,2023-11-09,P071,439,159.05,2,Production Error
PR04777,2023-09-23,P067,221,57.15,2,Overproduction
PR04778,2023-02-03,P008,442,186.76,0,None
PR04779,2024-07-24,P093,288,43.45,24,Production Error
PR04780,2023-11-28,P083,192,70.93,0,None
PR04781,2024-07-09,P056,453,62.74,16,Defective Material
PR04782,2023-03-20,P025,79,35.15,0,None
PR04783,2023-04-29,P018,100,19.55,0,None
PR04784,2024-05-11,P009,438,106.54,0,None
PR04785,2024-11-29,P018,79,30.18,0,None
PR04786,2023-08-22,P006,296,39.98,0,None
PR04787,2023-03-23,P013,492,59.68,0,None
PR04788,2023-05-07,P009,163,24.76,11,Spoilage
PR04789,2023-02-08,P061,143,50.31,5,Overproduction
PR04790,2023-07-10,P024,479,122.9,0,None
PR04791,2024-02-12,P014,299,60.13,0,None
PR04792,2023-12-07,P006,292,69.22,0,None
PR04793,2023-02-23,P040,441,172.05,0,None
PR04794,2024-12-22,P034,109,21.78,0,None
PR04795,2024-01-17,P083,60,7.1,0,None
PR04796,2023-12-30,P039,406,119.74,0,None
PR04797,2023-01-26,P095,206,65.03,0,None
PR04798,2024-07-23,P065,416,86.31,0,None
PR04799,2023-11-06,P035,405,182.04,0,None
PR04800,2023-12-14,P015,437,209.3,24,Defective Material
PR04801,2023-09-22,P044,190,37.17,0,None
PR04802,2023-12-20,P072,213,86.65,0,None
PR04803,2023-02-09,P028,281,133.34,20,Production Error
PR04804,2023-08-29,P081,266,116.14,0,None
PR04805,2023-10-24,P085,234,72.18,0,None
PR04806,2024-07-28,P015,206,75.28,0,None
PR04807,2024-02-04,P008,321,153.52,0,None
PR04808,2024-09-12,P067,384,161.4,0,None
PR04809,2024-01-24,P019,139,17.02,9,Defective Material
PR04810,2024-10-25,P021,454,97.9,0,None
PR04811,2024-10-22,P078,129,58.76,4,Spoilage
PR04812,2023-05-05,P075,247,89.27,0,None
PR04813,2024-11-23,P091,114,23.14,0,None
PR04814,2024-09-04,P011,106,25.08,0,None
PR04815,2023-03-18,P031,241,63.38,0,None
PR04816,2024-08-14,P100,330,77.91,0,None
PR04817,2024-08-30,P030,155,29.51,5,Overproduction
PR04818,2024-05-23,P086,440,71.76,0,None
PR04819,2023-02-04,P025,93,38.85,0,None
PR04820,2023-03-12,P089,193,78.32,0,None
PR04821,2023-04-03,P009,448,157.51,0,None
PR04822,2024-11-23,P052,334,64.76,0,None
PR04823,2024-03-07,P046,497,120.83,16,Overproduction
PR04824,2024-03-13,P093,179,26.04,0,None
PR04825,2023-09-26,P032,79,24.34,0,None
PR04826,2023-09-16,P055,210,24.38,0,None
PR04827,2023-11-30,P082,179,70.83,3,Production Error
PR04828,2023-07-29,P095,246,95.38,3,Defective Material
PR04829,2023-12-12,P095,298,142.36,0,None
PR04830,2023-03-31,P035,461,47.06,0,None
PR04831,2023-02-19,P058,354,134.86,0,None
PR04832,2023-09-01,P013,470,172.68,0,None
PR04833,2024-04-14,P088,207,98.24,0,None
PR04834,2023-04-14,P022,330,33.3,0,None
PR04835,2023-08-24,P002,192,93.51,0,None
PR04836,2023-11-07,P045,215,54.35,3,Defective Material
PR04837,2024-07-18,P029,94,43.87,0,None
PR04838,2023-10-11,P019,314,148.8,0,None
PR04839,2024-10-26,P070,406,67.57,0,None
PR04840,2023-01-25,P002,377,146.69,0,None
PR04841,2024-03-25,P036,202,69.81,18,Spoilage
PR04842,2023-05-22,P059,290,52.5,9,Production Error
PR04843,2024-02-23,P014,425,182.08,0,None
PR04844,2023-05-15,P080,488,49.08,0,None
PR04845,2024-12-20,P003,358,120.58,0,None
PR04846,2024-03-29,P009,449,149.55,23,Spoilage
PR04847,2023-12-20,P048,184,61.63,0,None
PR04848,2024-06-13,P005,225,37.1,0,None
PR04849,2023-09-04,P016,414,79.91,0,None
PR04850,2023-12-06,P096,363,130.51,0,None
PR04851,2023-12-21,P051,228,65.24,0,None
PR04852,2024-05-14,P006,490,96.65,0,None
PR04853,2024-11-05,P015,102,17.14,0,None
PR04854,2024-05-23,P043,316,132.18,0,None
PR04855,2024-02-17,P042,95,37.22,0,None
PR04856,2024-08-07,P078,492,130.88,0,None
PR04857,2023-03-18,P047,433,171.87,0,None
PR04858,2023-09-11,P086,241,112.97,5,Spoilage
PR04859,2023-10-02,P013,388,80.22,0,None
PR04860,2024-05-13,P038,230,100.1,0,None
PR04861,2023-08-10,P043,319,116.57,0,None
PR04862,2024-07-30,P052,124,48.4,0,None
PR04863,2023-12-15,P030,162,45.31,0,None
PR04864,2023-04-13,P098,178,61.89,0,None
PR04865,2023-01-18,P037,272,34.7,0,None
PR04866,2023-11-13,P082,162,37.11,0,None
PR04867,2024-10-17,P079,339,67.45,0,None
PR04868,2024-02-04,P083,321,41.42,0,None
PR04869,2024-04-03,P041,347,74.35,0,None
PR04870,2023-04-30,P038,113,14.23,10,Spoilage
PR04871,2023-05-11,P011,140,28.36,0,None
PR04872,2023-09-28,P049,63,22.8,0,None
PR04873,2023-05-19,P031,346,161.25,0,None
PR04874,2023-10-03,P007,381,114.75,31,Spoilage
PR04875,2023-06-25,P004,405,148.37,0,None
PR04876,2024-05-06,P080,383,107.23,0,None
PR04877,2024-12-25,P040,497,131.95,0,None
PR04878,2024-11-26,P092,452,211.32,0,None
PR04879,2023-10-18,P024,184,65.38,0,None
PR04880,2024-04-08,P004,429,129.31,0,None
PR04881,2024-07-08,P082,459,65.6,0,None
PR04882,2023-01-30,P030,334,111.19,0,None
PR04883,2023-04-09,P021,246,54.95,0,None
PR04884,2024-02-26,P032,478,213.52,0,None
PR04885,2023-05-17,P009,105,28.93,2,Production Error
PR04886,2023-09-22,P013,448,192.99,0,None
PR04887,2023-03-15,P054,353,161.36,0,None
PR04888,2024-03-05,P066,146,16.94,8,Production Error
PR04889,2024-01-11,P013,498,71.56,0,None
PR04890,2023-08-08,P026,54,24.42,4,Defective Material
PR04891,2023-11-19,P090,126,18.0,9,Overproduction
PR04892,2024-09-07,P033,222,103.32,1,Spoilage
PR04893,2023-07-10,P035,329,139.38,0,None
PR04894,2023-08-09,P031,367,160.23,0,None
PR04895,2023-04-18,P036,291,80.0,0,None
PR04896,2023-11-04,P077,232,40.16,0,None
PR04897,2024-01-05,P068,105,32.95,0,None
PR04898,2024-12-07,P054,65,13.08,0,None
PR04899,2024-02-14,P098,154,62.71,0,None
PR04900,2023-05-10,P054,93,38.38,0,None
PR04901,2023-08-23,P049,188,20.85,0,None
PR04902,2024-04-19,P022,480,119.32,34,Production Error
PR04903,2023-05-06,P084,54,23.8,0,None
PR04904,2023-10-08,P089,298,96.91,0,None
PR04905,2023-07-26,P086,213,102.05,0,None
PR04906,2023-01-20,P079,135,59.1,9,Spoilage
PR04907,2023-04-11,P085,337,75.39,15,Overproduction
PR04908,2024-09-20,P083,215,95.47,0,None
PR04909,2023-05-04,P076,237,103.22,0,None
PR04910,2023-05-02,P003,313,42.85,0,None
PR04911,2023-10-06,P094,155,39.22,0,None
PR04912,2023-09-01,P022,454,153.76,0,None
PR04913,2024-01-25,P032,84,31.45,0,None
PR04914,2023-02-16,P002,268,69.64,0,None
PR04915,2023-03-13,P034,206,71.96,0,None
PR04916,2024-08-25,P040,493,89.02,46,Overproduction
PR04917,2024-07-12,P096,107,45.6,0,None
PR04918,2024-08-05,P040,435,208.38,0,None
PR04919,2024-03-13,P032,229,26.31,4,Defective Material
PR04920,2024-01-20,P022,406,187.75,0,None
PR04921,2024-12-18,P020,375,97.91,0,None
PR04922,2024-05-21,P061,362,123.42,0,None
PR04923,2024-04-11,P087,245,83.31,0,None
PR04924,2024-11-10,P067,293,38.76,0,None
PR04925,2023-03-13,P091,57,9.8,0,None
PR04926,2023-09-06,P023,316,150.65,0,None
PR04927,2024-09-16,P078,332,117.64,0,None
PR04928,2023-08-03,P009,356,57.91,0,None
PR04929,2023-07-24,P095,499,80.43,0,None
PR04930,2023-12-12,P032,392,94.31,0,None
PR04931,2023-05-10,P036,293,100.05,0,None
PR04932,2023-10-16,P094,242,47.82,0,None
PR04933,2023-01-21,P003,126,54.72,0,None
PR04934,2024-08-29,P071,131,53.86,0,None
PR04935,2023-11-18,P090,101,38.05,8,Spoilage
PR04936,2023-10-09,P017,444,205.12,0,None
PR04937,2023-06-29,P021,497,172.19,15,Spoilage
PR04938,2023-09-28,P012,456,91.74,0,None
PR04939,2024-09-24,P014,140,40.48,0,None
PR04940,2024-02-21,P072,462,96.5,0,None
PR04941,2023-05-07,P012,327,102.65,0,None
PR04942,2023-12-13,P047,381,154.69,35,Spoilage
PR04943,2024-12-27,P053,313,102.39,0,None
PR04944,2024-12-02,P040,277,28.53,0,None
PR04945,2023-04-21,P079,193,33.01,0,None
PR04946,2024-01-07,P017,491,179.94,0,None
PR04947,2024-08-31,P037,107,39.62,0,None
PR04948,2023-09-09,P049,298,133.99,0,None
PR04949,2023-06-14,P097,169,54.15,0,None
PR04950,2024-03-08,P054,153,34.68,0,None
PR04951,2023-12-06,P089,56,25.05,0,None
PR04952,2023-02-18,P077,493,161.75,20,Defective Material
PR04953,2023-10-10,P058,217,78.32,0,None
PR04954,2024-07-08,P048,495,197.52,0,None
PR04955,2024-05-11,P086,183,49.82,0,None
PR04956,2024-03-31,P045,166,47.61,0,None
PR04957,2023-01-13,P062,294,115.56,0,None
PR04958,2023-06-18,P061,240,78.73,0,None
PR04959,2023-12-01,P065,413,189.59,11,Production Error
PR04960,2024-11-10,P007,312,99.87,0,None
PR04961,2023-08-22,P099,196,28.2,0,None
PR04962,2024-12-12,P049,171,82.38,11,Overproduction
PR04963,2024-06-06,P025,270,121.9,0,None
PR04964,2024-03-01,P049,379,108.37,0,None
PR04965,2023-03-14,P037,381,96.75,0,None
PR04966,2024-08-11,P008,428,206.18,0,None
PR04967,2024-08-09,P006,165,56.18,0,None
PR04968,2023-02-18,P059,321,105.09,0,None
PR04969,2023-11-28,P048,125,43.32,0,None
PR04970,2024-09-02,P079,433,192.92,0,None
PR04971,2024-06-24,P094,195,35.74,17,Defective Material
PR04972,2023-05-31,P087,193,77.84,0,None
PR04973,2023-08-07,P078,405,59.57,0,None
PR04974,2023-06-21,P082,134,22.99,7,Spoilage
PR04975,2023-04-20,P023,187,32.5,0,None
PR04976,2023-04-05,P065,192,34.09,0,None
PR04977,2023-09-17,P048,396,126.0,0,None
PR04978,2024-09-06,P062,373,40.19,0,None
PR04979,2023-10-23,P008,318,34.82,0,None
PR04980,2023-09-16,P060,484,176.83,0,None
PR04981,2023-10-07,P021,450,185.12,0,None
PR04982,2023-11-16,P044,181,69.1,0,None
PR04983,2024-10-29,P074,359,101.29,0,None
PR04984,2024-08-30,P076,337,148.31,4,Spoilage
PR04985,2023-01-14,P021,190,21.42,0,None
PR04986,2023-02-22,P048,302,127.1,0,None
PR04987,2024-02-20,P093,321,43.57,0,None
PR04988,2024-12-22,P041,433,195.95,0,None
PR04989,2024-07-21,P024,398,66.43,0,None
PR04990,2024-12-06,P009,164,53.1,0,None
PR04991,2023-08-16,P022,333,69.79,3,Spoilage
PR04992,2023-04-10,P024,131,59.07,10,Production Error
PR04993,2023-10-05,P099,439,215.67,0,None
PR04994,2023-03-18,P067,237,80.66,0,None
PR04995,2024-11-02,P059,348,173.39,12,Overproduction
PR04996,2024-07-07,P009,292,51.89,0,None
PR04997,2023-02-02,P020,79,11.72,0,None
PR04998,2024-12-09,P052,384,191.35,0,None
PR04999,2023-02-19,P002,296,106.92,0,None
PR05000,2024-05-31,P075,418,115.88,0,None
PR05001,2023-05-16,P002,242,47.47,0,None
PR05002,2023-01-12,P001,465,220.98,0,None
PR05003,2024-11-22,P072,461,49.96,0,None
PR05004,2023-08-01,P089,494,217.46,0,None
PR05005,2024-03-16,P051,444,130.42,0,None
PR05006,2024-07-26,P058,434,143.19,0,None
PR05007,2024-05-26,P064,270,88.5,0,None
PR05008,2024-11-01,P045,487,169.31,0,None
PR05009,2024-01-05,P039,398,191.93,0,None
PR05010,2023-11-10,P063,213,60.05,0,None
PR05011,2023-10-15,P079,382,104.14,0,None
PR05012,2024-06-13,P090,179,76.86,3,Overproduction
PR05013,2023-09-15,P055,297,125.48,0,None
PR05014,2023-07-10,P030,470,79.98,32,Production Error
PR05015,2024-11-19,P047,473,85.97,2,Overproduction
PR05016,2023-06-19,P021,206,62.17,0,None
PR05017,2024-08-04,P095,164,75.46,0,None
PR05018,2023-05-05,P013,153,61.5,4,Defective Material
PR05019,2023-02-13,P003,235,40.56,0,None
PR05020,2024-05-08,P041,113,41.37,0,None
PR05021,2023-06-16,P002,278,117.1,2,Spoilage
PR05022,2024-10-10,P012,75,30.34,0,None
PR05023,2024-01-25,P100,300,85.93,0,None
PR05024,2023-10-01,P093,312,92.91,0,None
PR05025,2023-01-01,P019,208,23.48,0,None
PR05026,2023-02-16,P038,389,72.39,0,None
PR05027,2023-04-21,P048,482,75.63,0,None
PR05028,2023-02-02,P004,434,181.48,0,None
PR05029,2023-05-24,P077,418,115.64,0,None
PR05030,2023-05-20,P031,358,63.01,0,None
PR05031,2023-03-11,P056,194,22.8,0,None
PR05032,2023-07-22,P066,368,150.9,0,None
PR05033,2023-04-20,P062,462,64.78,0,None
PR05034,2023-11-06,P088,305,133.28,0,None
PR05035,2024-12-12,P031,453,93.4,0,None
PR05036,2023-11-05,P009,120,17.27,11,Defective Material
PR05037,2023-05-26,P090,443,100.39,0,None
PR05038,2024-07-23,P035,308,97.32,0,None
PR05039,2023-03-24,P065,226,70.44,0,None
PR05040,2023-06-16,P026,406,117.19,0,None
PR05041,2023-02-11,P030,362,98.96,3,Defective Material
PR05042,2023-02-19,P096,236,88.99,12,Spoilage
PR05043,2024-07-21,P096,375,159.3,0,None
PR05044,2024-03-08,P065,271,75.08,0,None
PR05045,2023-11-06,P054,218,100.56,0,None
PR05046,2024-07-25,P021,459,156.71,0,None
PR05047,2023-01-22,P052,373,80.44,0,None
PR05048,2024-03-02,P037,435,102.43,0,None
PR05049,2023-03-10,P009,330,110.53,0,None
PR05050,2024-03-17,P097,159,58.74,0,None
PR05051,2024-11-23,P082,340,60.28,0,None
PR05052,2024-07-07,P085,380,41.46,0,None
PR05053,2023-05-21,P062,374,105.87,31,Production Error
PR05054,2024-02-01,P062,54,10.71,2,Overproduction
PR05055,2024-06-17,P035,269,56.54,0,None
PR05056,2023-03-26,P007,185,39.12,0,None
PR05057,2023-02-03,P046,444,221.59,0,None
PR05058,2023-01-01,P015,328,158.03,0,None
PR05059,2024-07-14,P020,459,199.54,0,None
PR05060,2023-01-12,P074,419,65.42,0,None
PR05061,2024-09-04,P017,188,47.16,0,None
PR05062,2024-10-01,P085,341,76.75,0,None
PR05063,2023-09-26,P011,104,14.52,0,None
PR05064,2023-06-19,P075,314,42.31,6,Defective Material
PR05065,2024-06-04,P024,490,197.18,0,None
PR05066,2024-10-03,P035,298,124.4,0,None
PR05067,2023-11-14,P084,205,38.28,0,None
PR05068,2023-05-17,P003,58,19.15,0,None
PR05069,2023-02-06,P037,85,25.35,0,None
PR05070,2024-06-30,P093,260,55.85,0,None
PR05071,2024-05-20,P037,204,49.87,0,None
PR05072,2024-12-20,P059,216,41.15,0,None
PR05073,2023-04-28,P084,299,62.1,20,Spoilage
PR05074,2023-07-19,P064,308,129.77,0,None
PR05075,2023-11-04,P059,278,33.17,0,None
PR05076,2024-01-09,P045,418,91.39,0,None
PR05077,2024-10-25,P062,341,65.33,0,None
PR05078,2023-05-20,P100,190,91.39,0,None
PR05079,2023-06-07,P017,352,117.66,0,None
PR05080,2023-08-14,P032,64,29.86,0,None
PR05081,2023-05-21,P095,267,118.46,0,None
PR05082,2023-12-15,P076,236,57.31,0,None
PR05083,2024-04-08,P084,137,34.55,0,None
PR05084,2024-08-25,P003,477,212.17,0,None
PR05085,2023-01-07,P083,199,91.92,0,None
PR05086,2024-08-28,P091,264,110.58,0,None
PR05087,2023-04-20,P024,330,123.38,0,None
PR05088,2024-01-04,P033,420,168.86,0,None
PR05089,2024-06-21,P078,95,47.0,0,None
PR05090,2024-11-03,P093,379,164.93,0,None
PR05091,2023-02-01,P036,312,53.39,0,None
PR05092,2023-02-07,P027,86,33.89,0,None
PR05093,2024-12-04,P006,429,49.41,0,None
PR05094,2024-03-17,P075,489,85.69,0,None
PR05095,2023-08-28,P058,435,152.97,0,None
PR05096,2023-10-24,P012,137,37.34,0,None
PR05097,2024-07-05,P056,74,25.22,0,None
PR05098,2023-06-16,P049,317,101.16,4,Production Error
PR05099,2023-11-04,P096,349,151.09,0,None
PR05100,2023-09-14,P019,469,149.76,0,None
PR05101,2024-06-08,P001,57,12.35,0,None
PR05102,2024-08-14,P076,119,22.63,0,None
PR05103,2024-01-23,P090,103,46.77,0,None
PR05104,2023-02-07,P026,92,12.18,0,None
PR05105,2024-11-19,P064,198,21.73,0,None
PR05106,2024-02-26,P072,397,92.75,1,Defective Material
PR05107,2024-04-13,P087,414,178.94,0,None
PR05108,2023-09-16,P030,134,27.75,2,Overproduction
PR05109,2023-12-08,P044,120,22.74,5,Overproduction
PR05110,2023-06-14,P096,359,50.67,0,None
PR05111,2024-10-14,P071,185,84.83,0,None
PR05112,2023-12-30,P100,402,93.41,0,None
PR05113,2023-02-10,P031,83,33.02,0,None
PR05114,2023-04-03,P074,384,75.58,0,None
PR05115,2023-05-08,P037,225,39.07,0,None
PR05116,2024-02-17,P030,309,51.47,0,None
PR05117,2023-04-20,P090,485,139.95,0,None
PR05118,2023-06-13,P010,141,30.39,0,None
PR05119,2024-11-26,P002,100,24.83,0,None
PR05120,2024-05-21,P093,460,68.08,0,None
PR05121,2024-09-19,P059,52,7.9,0,None
PR05122,2023-01-08,P065,114,22.79,10,Overproduction
PR05123,2023-07-09,P057,177,36.55,0,None
PR05124,2024-07-07,P097,395,133.18,0,None
PR05125,2023-09-10,P011,420,115.83,7,Defective Material
PR05126,2024-08-15,P091,90,24.13,0,None
PR05127,2024-05-02,P004,319,93.21,0,None
PR05128,2024-01-02,P020,67,19.07,0,None
PR05129,2023-08-30,P014,53,11.47,0,None
PR05130,2023-04-18,P083,141,36.93,9,Spoilage
PR05131,2024-05-14,P031,424,118.92,0,None
PR05132,2024-05-08,P044,246,113.37,0,None
PR05133,2024-08-06,P086,379,176.78,0,None
PR05134,2023-11-11,P027,257,56.41,0,None
PR05135,2024-07-28,P079,82,13.32,0,None
PR05136,2024-03-29,P020,419,83.55,9,Spoilage
PR05137,2023-11-10,P070,390,136.7,0,None
PR05138,2023-10-21,P042,256,95.34,0,None
PR05139,2024-07-06,P065,85,19.38,0,None
PR05140,2023-01-23,P067,302,78.18,0,None
PR05141,2024-01-15,P056,483,84.33,0,None
PR05142,2024-03-08,P023,376,133.05,0,None
PR05143,2024-08-01,P036,252,28.76,0,None
PR05144,2024-12-07,P094,493,61.82,0,None
PR05145,2023-05-23,P037,90,39.57,0,None
PR05146,2024-12-27,P084,412,48.23,0,None
PR05147,2024-04-07,P058,102,46.02,0,None
PR05148,2023-05-08,P071,144,36.39,0,None
PR05149,2023-08-28,P028,389,91.0,0,None
PR05150,2023-07-19,P006,285,57.26,0,None
PR05151,2024-11-22,P077,265,54.76,0,None
PR05152,2023-12-14,P064,328,65.71,0,None
PR05153,2023-03-04,P088,386,97.51,0,None
PR05154,2023-05-21,P035,119,32.39,0,None
PR05155,2024-08-11,P090,350,67.93,0,None
PR05156,2023-03-15,P018,201,36.8,2,Defective Material
PR05157,2024-05-29,P056,219,47.57,0,None
PR05158,2023-12-11,P061,410,179.98,0,None
PR05159,2023-05-28,P015,285,127.58,0,None
PR05160,2024-05-21,P075,92,40.57,0,None
PR05161,2024-12-07,P090,487,159.95,0,None
PR05162,2024-01-29,P083,94,18.02,0,None
PR05163,2024-07-12,P035,387,119.26,0,None
PR05164,2024-01-12,P076,290,77.55,0,None
PR05165,2023-07-19,P029,207,49.47,12,Spoilage
PR05166,2023-02-23,P004,164,29.46,0,None
PR05167,2024-06-14,P096,361,99.8,0,None
PR05168,2023-11-09,P025,288,33.72,0,None
PR05169,2024-12-11,P066,156,70.88,0,None
PR05170,2024-10-21,P006,439,77.57,0,None
PR05171,2023-06-19,P040,228,75.19,0,None
PR05172,2023-08-26,P058,61,16.97,0,None
PR05173,2023-12-02,P039,364,90.22,0,None
PR05174,2023-09-13,P065,227,37.51,0,None
PR05175,2024-06-28,P031,451,196.84,19,Overproduction
PR05176,2023-10-20,P028,332,133.07,0,None
PR05177,2023-04-07,P029,211,50.06,3,Production Error
PR05178,2023-07-28,P001,284,126.03,0,None
PR05179,2024-04-14,P036,493,164.98,0,None
PR05180,2024-11-07,P061,277,67.61,0,None
PR05181,2024-09-08,P082,443,61.35,0,None
PR05182,2023-06-17,P047,167,64.03,0,None
PR05183,2024-02-20,P079,231,75.62,10,Overproduction
PR05184,2023-04-15,P075,162,31.14,0,None
PR05185,2023-02-25,P039,372,145.19,21,Production Error
PR05186,2024-03-19,P014,376,46.44,0,None
PR05187,2024-10-19,P057,430,120.33,24,Defective Material
PR05188,2024-03-17,P085,354,109.85,0,None
PR05189,2024-04-29,P072,101,19.42,0,None
PR05190,2023-06-13,P059,386,103.03,0,None
PR05191,2024-04-03,P060,354,167.65,0,None
PR05192,2024-03-29,P021,343,92.55,0,None
PR05193,2023-11-09,P084,424,42.51,0,None
PR05194,2023-12-28,P061,316,76.87,0,None
PR05195,2024-06-08,P078,266,38.12,10,Overproduction
PR05196,2024-01-17,P021,412,124.15,0,None
PR05197,2024-08-01,P033,341,128.31,0,None
PR05198,2024-05-08,P022,372,86.29,22,Defective Material
PR05199,2024-11-14,P062,181,60.91,0,None
PR05200,2024-12-02,P040,427,125.86,0,None
PR05201,2023-12-10,P042,414,89.94,0,None
PR05202,2024-08-23,P002,343,85.32,0,None
PR05203,2023-06-18,P016,205,57.61,0,None
PR05204,2023-05-29,P073,300,92.96,24,Spoilage
PR05205,2023-01-02,P030,263,103.81,11,Production Error
PR05206,2023-09-03,P021,383,40.23,0,None
PR05207,2023-11-29,P041,305,51.33,0,None
PR05208,2023-09-20,P099,238,24.14,0,None
PR05209,2024-12-09,P002,417,96.66,0,None
PR05210,2023-06-24,P022,347,78.92,0,None
PR05211,2023-06-19,P068,85,28.51,0,None
PR05212,2024-04-22,P003,441,196.82,0,None
PR05213,2023-11-25,P089,149,68.18,0,None
PR05214,2024-02-06,P078,457,226.22,0,None
PR05215,2023-09-18,P051,226,95.48,0,None
PR05216,2024-11-04,P065,195,97.33,0,None
