movement_id,product_id,movement_date,movement_type,quantity_moved,location_id
INV_SOSO13491,P062,2024-01-26,Shipment (Sale),-18,WH_B
INV_SOSO00333,P063,2024-01-26,Shipment (Sale),-9,WH_B
INV_SOSO03653,P063,2024-01-26,Shipment (Sale),-1,WH_A
INV_SOSO08020,P063,2024-01-26,Shipment (Sale),-1,WH_B
INV_PRPR04175,P064,2024-01-26,Receipt (Production),79,WH_B
INV_SOSO00592,P067,2024-01-26,Shipment (Sale),-3,WH_B
INV_SOSO10703,P071,2024-01-26,Shipment (Sale),-19,WH_A
INV_PRPR07536,P074,2024-01-26,Receipt (Production),304,WH_B
INV_PRPR00901,P078,2024-01-26,Receipt (Production),490,WH_B
INV_SOSO04048,P078,2024-01-26,Shipment (Sale),-18,WH_A
INV_SOSO19784,P082,2024-01-26,Shipment (Sale),-8,WH_B
INV_SOSO17882,P087,2024-01-26,Shipment (Sale),-1,WH_A
INV_PRPR06161,P089,2024-01-26,Receipt (Production),423,WH_B
INV_PRPR05775,P093,2024-01-26,Receipt (Production),423,WH_B
INV_SOSO07426,P093,2024-01-26,Shipment (Sale),-9,WH_B
INV_SOSO00374,P099,2024-01-26,Shipment (Sale),-16,WH_A
INV_PRPR03339,P011,2024-01-27,Receipt (Production),136,WH_B
INV_SOSO12631,P015,2024-01-27,Shipment (Sale),-6,WH_B
INV_PRPR00892,P019,2024-01-27,Receipt (Production),409,WH_B
INV_SOSO13400,P025,2024-01-27,Shipment (Sale),-4,WH_A
INV_PRPR06670,P027,2024-01-27,Receipt (Production),442,WH_A
INV_SOSO15278,P027,2024-01-27,Shipment (Sale),-12,WH_A
INV_SOSO07289,P028,2024-01-27,Shipment (Sale),-10,WH_A
INV_SOSO16980,P028,2024-01-27,Shipment (Sale),-3,WH_B
INV_SOSO07277,P029,2024-01-27,Shipment (Sale),-17,WH_B
INV_PRPR05999,P031,2024-01-27,Receipt (Production),224,WH_A
INV_PRPR02986,P044,2024-01-27,Receipt (Production),459,WH_B
INV_SOSO06121,P044,2024-01-27,Shipment (Sale),-1,WH_B
INV_SOSO10010,P054,2024-01-27,Shipment (Sale),-3,WH_B
INV_SOSO11883,P060,2024-01-27,Shipment (Sale),-5,WH_B
INV_SOSO06249,P061,2024-01-27,Shipment (Sale),-17,WH_B
INV_SOSO19951,P069,2024-01-27,Shipment (Sale),-11,WH_A
INV_SOSO00760,P071,2024-01-27,Shipment (Sale),-8,WH_B
INV_PRPR08252,P073,2024-01-27,Receipt (Production),314,WH_B
INV_SOSO17329,P073,2024-01-27,Shipment (Sale),-5,WH_A
INV_PRPR09597,P079,2024-01-27,Receipt (Production),468,WH_B
INV_PRPR05783,P088,2024-01-27,Receipt (Production),87,WH_B
INV_PRPR05237,P089,2024-01-27,Receipt (Production),284,WH_B
INV_SOSO16019,P089,2024-01-27,Shipment (Sale),-3,WH_A
INV_SOSO19650,P090,2024-01-27,Shipment (Sale),-12,WH_A
INV_SOSO04176,P092,2024-01-27,Shipment (Sale),-11,WH_A
INV_PRPR01187,P093,2024-01-27,Receipt (Production),483,WH_B
INV_SOSO18322,P093,2024-01-27,Shipment (Sale),-12,WH_A
INV_SOSO16308,P095,2024-01-27,Shipment (Sale),-3,WH_A
INV_SOSO17365,P096,2024-01-27,Shipment (Sale),-14,WH_B
INV_PRPR05908,P002,2024-01-28,Receipt (Production),143,WH_B
INV_SOSO17243,P002,2024-01-28,Shipment (Sale),-19,WH_A
INV_PRPR09333,P014,2024-01-28,Receipt (Production),246,WH_B
INV_SOSO16094,P021,2024-01-28,Shipment (Sale),-17,WH_A
INV_SOSO04644,P023,2024-01-28,Shipment (Sale),-2,WH_A
INV_SOSO07938,P026,2024-01-28,Shipment (Sale),-14,WH_B
INV_SOSO16524,P032,2024-01-28,Shipment (Sale),-13,WH_B
INV_PRPR03369,P035,2024-01-28,Receipt (Production),76,WH_A
INV_PRPR08855,P035,2024-01-28,Receipt (Production),355,WH_A
INV_SOSO16571,P035,2024-01-28,Shipment (Sale),-19,WH_A
INV_PRPR07665,P036,2024-01-28,Receipt (Production),350,WH_A
INV_PRPR07025,P037,2024-01-28,Receipt (Production),172,WH_A
INV_SOSO18307,P038,2024-01-28,Shipment (Sale),-15,WH_B
INV_SOSO03993,P040,2024-01-28,Shipment (Sale),-14,WH_A
INV_SOSO15696,P046,2024-01-28,Shipment (Sale),-4,WH_A
INV_SOSO18543,P046,2024-01-28,Shipment (Sale),-2,WH_A
INV_PRPR05821,P047,2024-01-28,Receipt (Production),244,WH_A
INV_SOSO11857,P047,2024-01-28,Shipment (Sale),-17,WH_A
INV_SOSO04675,P048,2024-01-28,Shipment (Sale),-14,WH_B
INV_PRPR08235,P052,2024-01-28,Receipt (Production),479,WH_A
INV_PRPR04473,P053,2024-01-28,Receipt (Production),264,WH_B
INV_SOSO06000,P054,2024-01-28,Shipment (Sale),-10,WH_A
INV_SOSO06414,P058,2024-01-28,Shipment (Sale),-12,WH_A
INV_SOSO11163,P058,2024-01-28,Shipment (Sale),-13,WH_A
INV_PRPR02492,P067,2024-01-28,Receipt (Production),434,WH_B
INV_SOSO00175,P069,2024-01-28,Shipment (Sale),-2,WH_B
INV_SOSO06527,P072,2024-01-28,Shipment (Sale),-7,WH_B
INV_SOSO06972,P072,2024-01-28,Shipment (Sale),-13,WH_B
INV_PRPR09396,P074,2024-01-28,Receipt (Production),126,WH_A
INV_SOSO06019,P075,2024-01-28,Shipment (Sale),-12,WH_B
INV_PRPR00930,P076,2024-01-28,Receipt (Production),491,WH_A
INV_PRPR03107,P083,2024-01-28,Receipt (Production),499,WH_A
INV_SOSO00489,P083,2024-01-28,Shipment (Sale),-18,WH_B
INV_PRPR03556,P085,2024-01-28,Receipt (Production),472,WH_A
INV_SOSO15731,P087,2024-01-28,Shipment (Sale),-16,WH_B
INV_SOSO05136,P090,2024-01-28,Shipment (Sale),-15,WH_A
INV_SOSO15177,P092,2024-01-28,Shipment (Sale),-9,WH_B
INV_SOSO05513,P008,2024-01-29,Shipment (Sale),-14,WH_B
INV_SOSO00647,P009,2024-01-29,Shipment (Sale),-9,WH_A
INV_SOSO15823,P017,2024-01-29,Shipment (Sale),-9,WH_B
INV_SOSO18547,P020,2024-01-29,Shipment (Sale),-19,WH_B
INV_SOSO18748,P021,2024-01-29,Shipment (Sale),-6,WH_A
INV_PRPR03399,P025,2024-01-29,Receipt (Production),110,WH_A
INV_SOSO05139,P025,2024-01-29,Shipment (Sale),-5,WH_B
INV_SOSO00653,P027,2024-01-29,Shipment (Sale),-16,WH_A
INV_PRPR01393,P028,2024-01-29,Receipt (Production),267,WH_B
INV_PRPR03381,P029,2024-01-29,Receipt (Production),428,WH_A
INV_SOSO00863,P029,2024-01-29,Shipment (Sale),-13,WH_B
INV_PRPR07945,P030,2024-01-29,Receipt (Production),71,WH_B
INV_SOSO15620,P031,2024-01-29,Shipment (Sale),-8,WH_A
INV_SOSO17102,P032,2024-01-29,Shipment (Sale),-5,WH_B
INV_PRPR03720,P033,2024-01-29,Receipt (Production),383,WH_A
INV_PRPR08616,P034,2024-01-29,Receipt (Production),441,WH_A
INV_PRPR00703,P036,2024-01-29,Receipt (Production),392,WH_A
INV_SOSO08334,P038,2024-01-29,Shipment (Sale),-17,WH_A
INV_PRPR05786,P042,2024-01-29,Receipt (Production),225,WH_B
INV_PRPR07563,P042,2024-01-29,Receipt (Production),167,WH_B
INV_SOSO03285,P048,2024-01-29,Shipment (Sale),-18,WH_A
INV_SOSO08386,P050,2024-01-29,Shipment (Sale),-4,WH_B
INV_SOSO17509,P050,2024-01-29,Shipment (Sale),-6,WH_B
INV_PRPR07949,P055,2024-01-29,Receipt (Production),176,WH_A
INV_PRPR02555,P060,2024-01-29,Receipt (Production),303,WH_B
INV_SOSO11370,P061,2024-01-29,Shipment (Sale),-5,WH_A
INV_PRPR07337,P063,2024-01-29,Receipt (Production),313,WH_B
INV_PRPR03011,P065,2024-01-29,Receipt (Production),347,WH_A
INV_SOSO16894,P065,2024-01-29,Shipment (Sale),-19,WH_A
INV_PRPR07522,P067,2024-01-29,Receipt (Production),168,WH_A
INV_SOSO09081,P069,2024-01-29,Shipment (Sale),-9,WH_B
INV_PRPR05162,P083,2024-01-29,Receipt (Production),94,WH_B
INV_SOSO13300,P095,2024-01-29,Shipment (Sale),-6,WH_B
INV_PRPR03034,P096,2024-01-29,Receipt (Production),241,WH_A
INV_SOSO09821,P098,2024-01-29,Shipment (Sale),-3,WH_A
INV_PRPR04545,P099,2024-01-29,Receipt (Production),398,WH_A
INV_SOSO16786,P099,2024-01-29,Shipment (Sale),-7,WH_B
INV_SOSO10878,P005,2024-01-30,Shipment (Sale),-15,WH_A
INV_SOSO19255,P005,2024-01-30,Shipment (Sale),-13,WH_B
INV_SOSO06571,P009,2024-01-30,Shipment (Sale),-12,WH_A
INV_SOSO15502,P009,2024-01-30,Shipment (Sale),-19,WH_B
INV_SOSO17143,P010,2024-01-30,Shipment (Sale),-9,WH_A
INV_PRPR01463,P011,2024-01-30,Receipt (Production),359,WH_B
INV_SOSO16339,P014,2024-01-30,Shipment (Sale),-18,WH_A
INV_SOSO18770,P017,2024-01-30,Shipment (Sale),-1,WH_B
INV_SOSO01689,P018,2024-01-30,Shipment (Sale),-16,WH_A
INV_PRPR05764,P020,2024-01-30,Receipt (Production),198,WH_A
INV_SOSO11042,P021,2024-01-30,Shipment (Sale),-10,WH_A
INV_PRPR09924,P022,2024-01-30,Receipt (Production),205,WH_A
INV_SOSO06068,P030,2024-01-30,Shipment (Sale),-16,WH_A
INV_PRPR00945,P035,2024-01-30,Receipt (Production),139,WH_A
INV_SOSO08175,P036,2024-01-30,Shipment (Sale),-6,WH_B
INV_PRPR02524,P037,2024-01-30,Receipt (Production),300,WH_B
INV_PRPR09919,P038,2024-01-30,Receipt (Production),111,WH_B
INV_PRPR05990,P042,2024-01-30,Receipt (Production),284,WH_A
INV_SOSO12453,P047,2024-01-30,Shipment (Sale),-16,WH_A
INV_SOSO16717,P057,2024-01-30,Shipment (Sale),-15,WH_B
INV_PRPR00472,P058,2024-01-30,Receipt (Production),246,WH_B
INV_SOSO12339,P058,2024-01-30,Shipment (Sale),-10,WH_B
INV_SOSO08813,P060,2024-01-30,Shipment (Sale),-7,WH_B
INV_SOSO13376,P064,2024-01-30,Shipment (Sale),-14,WH_A
INV_SOSO17820,P065,2024-01-30,Shipment (Sale),-9,WH_A
INV_PRPR06724,P069,2024-01-30,Receipt (Production),85,WH_B
INV_SOSO15130,P069,2024-01-30,Shipment (Sale),-19,WH_A
INV_PRPR08797,P070,2024-01-30,Receipt (Production),440,WH_A
INV_PRPR01937,P074,2024-01-30,Receipt (Production),248,WH_A
INV_SOSO16291,P075,2024-01-30,Shipment (Sale),-3,WH_B
INV_SOSO03819,P080,2024-01-30,Shipment (Sale),-19,WH_B
INV_SOSO09039,P081,2024-01-30,Shipment (Sale),-2,WH_A
INV_SOSO00196,P086,2024-01-30,Shipment (Sale),-18,WH_A
INV_SOSO05975,P086,2024-01-30,Shipment (Sale),-19,WH_A
INV_PRPR00448,P088,2024-01-30,Receipt (Production),291,WH_B
INV_PRPR00983,P088,2024-01-30,Receipt (Production),334,WH_A
INV_SOSO09328,P090,2024-01-30,Shipment (Sale),-12,WH_B
INV_PRPR09301,P092,2024-01-30,Receipt (Production),312,WH_B
INV_PRPR06863,P097,2024-01-30,Receipt (Production),55,WH_A
INV_SOSO00025,P001,2024-01-31,Shipment (Sale),-19,WH_B
INV_SOSO05985,P004,2024-01-31,Shipment (Sale),-15,WH_A
INV_SOSO10326,P004,2024-01-31,Shipment (Sale),-14,WH_B
INV_PRPR03733,P005,2024-01-31,Receipt (Production),286,WH_A
INV_PRPR09187,P005,2024-01-31,Receipt (Production),326,WH_B
INV_PRPR05713,P008,2024-01-31,Receipt (Production),98,WH_A
INV_SOSO02414,P014,2024-01-31,Shipment (Sale),-2,WH_B
INV_SOSO13286,P015,2024-01-31,Shipment (Sale),-8,WH_A
INV_SOSO04733,P019,2024-01-31,Shipment (Sale),-7,WH_B
INV_SOSO01365,P027,2024-01-31,Shipment (Sale),-11,WH_A
INV_SOSO06939,P028,2024-01-31,Shipment (Sale),-4,WH_A
INV_SOSO09718,P029,2024-01-31,Shipment (Sale),-15,WH_A
INV_SOSO11949,P034,2024-01-31,Shipment (Sale),-6,WH_A
INV_SOSO14569,P035,2024-01-31,Shipment (Sale),-11,WH_B
INV_SOSO09949,P037,2024-01-31,Shipment (Sale),-5,WH_A
INV_PRPR02108,P038,2024-01-31,Receipt (Production),87,WH_B
INV_PRPR09639,P041,2024-01-31,Receipt (Production),260,WH_B
INV_PRPR01890,P042,2024-01-31,Receipt (Production),183,WH_B
INV_SOSO10069,P045,2024-01-31,Shipment (Sale),-5,WH_A
INV_PRPR04178,P046,2024-01-31,Receipt (Production),455,WH_B
INV_PRPR04332,P047,2024-01-31,Receipt (Production),229,WH_B
INV_SOSO02885,P055,2024-01-31,Shipment (Sale),-10,WH_A
INV_SOSO09876,P060,2024-01-31,Shipment (Sale),-14,WH_B
INV_SOSO09433,P065,2024-01-31,Shipment (Sale),-18,WH_A
INV_PRPR02774,P069,2024-01-31,Receipt (Production),128,WH_A
INV_PRPR03880,P072,2024-01-31,Receipt (Production),373,WH_B
INV_SOSO14193,P074,2024-01-31,Shipment (Sale),-6,WH_B
INV_SOSO05918,P076,2024-01-31,Shipment (Sale),-17,WH_A
INV_SOSO05161,P078,2024-01-31,Shipment (Sale),-15,WH_A
INV_PRPR05307,P085,2024-01-31,Receipt (Production),339,WH_A
INV_SOSO13340,P085,2024-01-31,Shipment (Sale),-15,WH_A
INV_SOSO17621,P088,2024-01-31,Shipment (Sale),-3,WH_B
INV_PRPR02776,P089,2024-01-31,Receipt (Production),195,WH_A
INV_SOSO12402,P091,2024-01-31,Shipment (Sale),-7,WH_A
INV_SOSO07744,P092,2024-01-31,Shipment (Sale),-3,WH_B
INV_PRPR02377,P093,2024-01-31,Receipt (Production),339,WH_A
INV_SOSO15146,P100,2024-01-31,Shipment (Sale),-6,WH_A
INV_PRPR06654,P001,2024-02-01,Receipt (Production),95,WH_B
INV_SOSO05704,P003,2024-02-01,Shipment (Sale),-10,WH_A
INV_SOSO07487,P004,2024-02-01,Shipment (Sale),-14,WH_A
INV_SOSO01604,P007,2024-02-01,Shipment (Sale),-15,WH_A
INV_SOSO00321,P009,2024-02-01,Shipment (Sale),-4,WH_B
INV_SOSO13857,P009,2024-02-01,Shipment (Sale),-12,WH_B
INV_SOSO08022,P014,2024-02-01,Shipment (Sale),-4,WH_A
INV_SOSO11193,P016,2024-02-01,Shipment (Sale),-9,WH_A
INV_SOSO16941,P017,2024-02-01,Shipment (Sale),-19,WH_B
INV_SOSO04192,P018,2024-02-01,Shipment (Sale),-4,WH_A
INV_PRPR06150,P019,2024-02-01,Receipt (Production),126,WH_B
INV_SOSO10987,P024,2024-02-01,Shipment (Sale),-13,WH_B
INV_SOSO18470,P025,2024-02-01,Shipment (Sale),-13,WH_B
INV_SOSO14500,P033,2024-02-01,Shipment (Sale),-9,WH_A
INV_SOSO15350,P034,2024-02-01,Shipment (Sale),-9,WH_B
INV_SOSO05794,P039,2024-02-01,Shipment (Sale),-11,WH_B
INV_SOSO01646,P041,2024-02-01,Shipment (Sale),-1,WH_B
INV_SOSO06963,P041,2024-02-01,Shipment (Sale),-7,WH_A
INV_SOSO00783,P042,2024-02-01,Shipment (Sale),-7,WH_B
INV_SOSO18472,P043,2024-02-01,Shipment (Sale),-8,WH_B
INV_SOSO19616,P045,2024-02-01,Shipment (Sale),-18,WH_B
INV_SOSO02015,P047,2024-02-01,Shipment (Sale),-11,WH_A
INV_SOSO19807,P047,2024-02-01,Shipment (Sale),-13,WH_B
INV_PRPR08848,P053,2024-02-01,Receipt (Production),375,WH_A
INV_PRPR04186,P055,2024-02-01,Receipt (Production),166,WH_B
INV_PRPR07094,P055,2024-02-01,Receipt (Production),114,WH_A
INV_SOSO11510,P056,2024-02-01,Shipment (Sale),-9,WH_A
INV_SOSO08671,P060,2024-02-01,Shipment (Sale),-18,WH_A
INV_PRPR05054,P062,2024-02-01,Receipt (Production),54,WH_A
INV_SOSO06783,P064,2024-02-01,Shipment (Sale),-12,WH_A
INV_SOSO10651,P064,2024-02-01,Shipment (Sale),-7,WH_A
INV_PRPR06363,P065,2024-02-01,Receipt (Production),82,WH_A
INV_PRPR06530,P066,2024-02-01,Receipt (Production),477,WH_A
INV_SOSO02239,P066,2024-02-01,Shipment (Sale),-16,WH_A
INV_PRPR08651,P069,2024-02-01,Receipt (Production),299,WH_B
INV_SOSO07360,P069,2024-02-01,Shipment (Sale),-15,WH_A
INV_SOSO18199,P069,2024-02-01,Shipment (Sale),-6,WH_A
INV_PRPR04122,P070,2024-02-01,Receipt (Production),387,WH_B
INV_SOSO14822,P071,2024-02-01,Shipment (Sale),-9,WH_A
INV_PRPR08641,P072,2024-02-01,Receipt (Production),367,WH_A
INV_PRPR02271,P074,2024-02-01,Receipt (Production),85,WH_B
INV_SOSO11933,P075,2024-02-01,Shipment (Sale),-10,WH_B
INV_SOSO08760,P076,2024-02-01,Shipment (Sale),-10,WH_A
INV_PRPR07947,P078,2024-02-01,Receipt (Production),347,WH_A
INV_PRPR05266,P082,2024-02-01,Receipt (Production),188,WH_A
INV_SOSO16726,P092,2024-02-01,Shipment (Sale),-19,WH_B
INV_PRPR08746,P095,2024-02-01,Receipt (Production),192,WH_A
INV_PRPR01561,P097,2024-02-01,Receipt (Production),323,WH_B
INV_PRPR00331,P098,2024-02-01,Receipt (Production),142,WH_B
INV_SOSO13507,P098,2024-02-01,Shipment (Sale),-19,WH_A
INV_PRPR09765,P099,2024-02-01,Receipt (Production),227,WH_B
INV_SOSO17985,P100,2024-02-01,Shipment (Sale),-7,WH_A
INV_SOSO02044,P001,2024-02-02,Shipment (Sale),-4,WH_A
INV_SOSO02151,P001,2024-02-02,Shipment (Sale),-4,WH_B
INV_SOSO11901,P001,2024-02-02,Shipment (Sale),-4,WH_B
INV_SOSO05326,P008,2024-02-02,Shipment (Sale),-3,WH_B
INV_SOSO14422,P008,2024-02-02,Shipment (Sale),-15,WH_A
INV_SOSO19679,P008,2024-02-02,Shipment (Sale),-16,WH_A
INV_SOSO01494,P016,2024-02-02,Shipment (Sale),-14,WH_B
INV_SOSO00386,P017,2024-02-02,Shipment (Sale),-17,WH_B
INV_SOSO06346,P021,2024-02-02,Shipment (Sale),-3,WH_A
INV_PRPR08482,P022,2024-02-02,Receipt (Production),212,WH_B
INV_SOSO01819,P024,2024-02-02,Shipment (Sale),-2,WH_A
INV_SOSO11717,P024,2024-02-02,Shipment (Sale),-8,WH_A
INV_SOSO14019,P025,2024-02-02,Shipment (Sale),-4,WH_B
INV_SOSO16289,P029,2024-02-02,Shipment (Sale),-15,WH_A
INV_PRPR04115,P031,2024-02-02,Receipt (Production),351,WH_A
INV_PRPR01733,P032,2024-02-02,Receipt (Production),68,WH_A
INV_SOSO00065,P036,2024-02-02,Shipment (Sale),-12,WH_B
INV_SOSO15040,P042,2024-02-02,Shipment (Sale),-11,WH_B
INV_PRPR08894,P050,2024-02-02,Receipt (Production),57,WH_B
INV_SOSO05352,P051,2024-02-02,Shipment (Sale),-15,WH_A
INV_PRPR07532,P059,2024-02-02,Receipt (Production),491,WH_B
INV_SOSO01391,P059,2024-02-02,Shipment (Sale),-12,WH_A
INV_SOSO13550,P060,2024-02-02,Shipment (Sale),-1,WH_A
INV_PRPR05557,P064,2024-02-02,Receipt (Production),200,WH_B
INV_PRPR07471,P065,2024-02-02,Receipt (Production),100,WH_B
INV_PRPR04238,P067,2024-02-02,Receipt (Production),471,WH_A
INV_PRPR00476,P069,2024-02-02,Receipt (Production),288,WH_A
INV_PRPR04677,P071,2024-02-02,Receipt (Production),101,WH_A
INV_SOSO14356,P074,2024-02-02,Shipment (Sale),-3,WH_B
INV_SOSO13113,P075,2024-02-02,Shipment (Sale),-7,WH_B
INV_SOSO16528,P075,2024-02-02,Shipment (Sale),-6,WH_B
INV_SOSO14062,P077,2024-02-02,Shipment (Sale),-9,WH_A
INV_SOSO17410,P082,2024-02-02,Shipment (Sale),-15,WH_A
INV_PRPR04145,P083,2024-02-02,Receipt (Production),216,WH_A
INV_PRPR09148,P085,2024-02-02,Receipt (Production),290,WH_A
INV_SOSO02890,P093,2024-02-02,Shipment (Sale),-12,WH_B
INV_SOSO02743,P094,2024-02-02,Shipment (Sale),-10,WH_A
INV_PRPR03267,P097,2024-02-02,Receipt (Production),158,WH_A
INV_PRPR08816,P099,2024-02-02,Receipt (Production),420,WH_A
INV_SOSO01804,P001,2024-02-03,Shipment (Sale),-17,WH_A
INV_SOSO06378,P006,2024-02-03,Shipment (Sale),-3,WH_B
INV_SOSO09097,P007,2024-02-03,Shipment (Sale),-13,WH_B
INV_SOSO19758,P007,2024-02-03,Shipment (Sale),-9,WH_A
INV_SOSO13982,P010,2024-02-03,Shipment (Sale),-12,WH_B
INV_SOSO16049,P017,2024-02-03,Shipment (Sale),-19,WH_A
INV_SOSO11107,P021,2024-02-03,Shipment (Sale),-11,WH_B
INV_PRPR00659,P025,2024-02-03,Receipt (Production),140,WH_B
INV_SOSO19234,P029,2024-02-03,Shipment (Sale),-15,WH_B
INV_PRPR05678,P030,2024-02-03,Receipt (Production),97,WH_A
INV_SOSO02721,P030,2024-02-03,Shipment (Sale),-3,WH_A
INV_SOSO05619,P037,2024-02-03,Shipment (Sale),-7,WH_A
INV_SOSO07855,P045,2024-02-03,Shipment (Sale),-19,WH_B
INV_SOSO14160,P047,2024-02-03,Shipment (Sale),-1,WH_B
INV_PRPR08223,P049,2024-02-03,Receipt (Production),336,WH_B
INV_PRPR09966,P052,2024-02-03,Receipt (Production),371,WH_B
INV_SOSO09663,P052,2024-02-03,Shipment (Sale),-1,WH_B
INV_PRPR06430,P055,2024-02-03,Receipt (Production),299,WH_A
INV_SOSO07066,P055,2024-02-03,Shipment (Sale),-2,WH_B
INV_SOSO08880,P055,2024-02-03,Shipment (Sale),-16,WH_A
INV_SOSO10134,P055,2024-02-03,Shipment (Sale),-11,WH_B
INV_SOSO06665,P056,2024-02-03,Shipment (Sale),-19,WH_B
INV_SOSO17664,P056,2024-02-03,Shipment (Sale),-6,WH_B
INV_PRPR00923,P060,2024-02-03,Receipt (Production),214,WH_B
INV_SOSO06970,P060,2024-02-03,Shipment (Sale),-9,WH_A
INV_SOSO00495,P064,2024-02-03,Shipment (Sale),-8,WH_A
INV_SOSO03080,P066,2024-02-03,Shipment (Sale),-8,WH_B
INV_PRPR01891,P070,2024-02-03,Receipt (Production),436,WH_A
INV_SOSO02904,P072,2024-02-03,Shipment (Sale),-15,WH_A
INV_SOSO06838,P072,2024-02-03,Shipment (Sale),-3,WH_B
INV_SOSO05034,P075,2024-02-03,Shipment (Sale),-9,WH_A
INV_SOSO19272,P079,2024-02-03,Shipment (Sale),-3,WH_B
INV_SOSO14832,P082,2024-02-03,Shipment (Sale),-18,WH_A
INV_SOSO01482,P084,2024-02-03,Shipment (Sale),-5,WH_B
INV_SOSO08554,P085,2024-02-03,Shipment (Sale),-14,WH_B
INV_SOSO19742,P088,2024-02-03,Shipment (Sale),-18,WH_A
INV_SOSO15392,P091,2024-02-03,Shipment (Sale),-1,WH_A
INV_SOSO05911,P092,2024-02-03,Shipment (Sale),-7,WH_B
INV_SOSO03918,P093,2024-02-03,Shipment (Sale),-8,WH_B
INV_PRPR07366,P094,2024-02-03,Receipt (Production),347,WH_A
INV_SOSO09693,P096,2024-02-03,Shipment (Sale),-2,WH_B
INV_SOSO00380,P098,2024-02-03,Shipment (Sale),-13,WH_A
INV_SOSO11141,P001,2024-02-04,Shipment (Sale),-8,WH_B
INV_PRPR06541,P002,2024-02-04,Receipt (Production),289,WH_B
INV_SOSO00169,P002,2024-02-04,Shipment (Sale),-5,WH_A
INV_SOSO08148,P005,2024-02-04,Shipment (Sale),-5,WH_A
INV_SOSO17237,P006,2024-02-04,Shipment (Sale),-6,WH_A
INV_PRPR04807,P008,2024-02-04,Receipt (Production),321,WH_B
INV_SOSO08804,P013,2024-02-04,Shipment (Sale),-7,WH_B
INV_SOSO16878,P013,2024-02-04,Shipment (Sale),-9,WH_A
INV_SOSO12675,P016,2024-02-04,Shipment (Sale),-19,WH_A
INV_SOSO02865,P020,2024-02-04,Shipment (Sale),-6,WH_A
INV_PRPR00959,P022,2024-02-04,Receipt (Production),362,WH_A
INV_PRPR02541,P023,2024-02-04,Receipt (Production),225,WH_B
INV_SOSO11401,P025,2024-02-04,Shipment (Sale),-12,WH_B
INV_SOSO07373,P028,2024-02-04,Shipment (Sale),-7,WH_B
INV_SOSO09761,P030,2024-02-04,Shipment (Sale),-1,WH_B
INV_SOSO10540,P030,2024-02-04,Shipment (Sale),-11,WH_A
INV_PRPR06839,P035,2024-02-04,Receipt (Production),196,WH_A
INV_PRPR02022,P037,2024-02-04,Receipt (Production),328,WH_A
INV_PRPR08625,P050,2024-02-04,Receipt (Production),161,WH_A
INV_SOSO17848,P050,2024-02-04,Shipment (Sale),-16,WH_A
INV_SOSO17337,P051,2024-02-04,Shipment (Sale),-11,WH_A
INV_PRPR01462,P052,2024-02-04,Receipt (Production),84,WH_A
INV_PRPR02673,P053,2024-02-04,Receipt (Production),308,WH_A
INV_SOSO05035,P053,2024-02-04,Shipment (Sale),-16,WH_B
INV_PRPR09221,P059,2024-02-04,Receipt (Production),398,WH_A
INV_SOSO09782,P060,2024-02-04,Shipment (Sale),-12,WH_A
INV_SOSO10306,P068,2024-02-04,Shipment (Sale),-10,WH_A
INV_SOSO08266,P078,2024-02-04,Shipment (Sale),-12,WH_A
INV_SOSO11003,P081,2024-02-04,Shipment (Sale),-18,WH_B
INV_SOSO16323,P082,2024-02-04,Shipment (Sale),-2,WH_B
INV_PRPR04868,P083,2024-02-04,Receipt (Production),321,WH_B
INV_SOSO02366,P085,2024-02-04,Shipment (Sale),-7,WH_A
INV_SOSO19131,P094,2024-02-04,Shipment (Sale),-19,WH_A
INV_SOSO10578,P095,2024-02-04,Shipment (Sale),-19,WH_B
INV_SOSO05299,P096,2024-02-04,Shipment (Sale),-8,WH_A
INV_SOSO03971,P098,2024-02-04,Shipment (Sale),-15,WH_A
INV_PRPR00987,P100,2024-02-04,Receipt (Production),339,WH_A
INV_SOSO05275,P003,2024-02-05,Shipment (Sale),-16,WH_B
INV_SOSO13230,P003,2024-02-05,Shipment (Sale),-15,WH_B
INV_SOSO16922,P006,2024-02-05,Shipment (Sale),-4,WH_B
INV_SOSO09959,P008,2024-02-05,Shipment (Sale),-18,WH_A
INV_SOSO09941,P011,2024-02-05,Shipment (Sale),-8,WH_B
INV_SOSO15562,P011,2024-02-05,Shipment (Sale),-4,WH_B
INV_SOSO12424,P013,2024-02-05,Shipment (Sale),-8,WH_B
INV_SOSO06458,P014,2024-02-05,Shipment (Sale),-10,WH_B
INV_PRPR02892,P015,2024-02-05,Receipt (Production),450,WH_B
INV_SOSO16251,P018,2024-02-05,Shipment (Sale),-9,WH_B
INV_PRPR00958,P030,2024-02-05,Receipt (Production),468,WH_A
INV_PRPR06061,P031,2024-02-05,Receipt (Production),411,WH_A
INV_SOSO05974,P031,2024-02-05,Shipment (Sale),-17,WH_B
INV_SOSO18881,P038,2024-02-05,Shipment (Sale),-14,WH_B
INV_SOSO17437,P039,2024-02-05,Shipment (Sale),-16,WH_B
INV_SOSO10925,P042,2024-02-05,Shipment (Sale),-17,WH_B
INV_SOSO11448,P043,2024-02-05,Shipment (Sale),-15,WH_A
INV_PRPR01762,P052,2024-02-05,Receipt (Production),354,WH_A
INV_PRPR08887,P052,2024-02-05,Receipt (Production),194,WH_B
